event_id,user_id,product_id,event_type,event_time,price,category,user_device,user_location
cffe734c-1c3e-442c-af6f-c621aad9518a,183,PROD4999,view,2025-03-17 16:32:23,,Electronics,Desktop,NA
12c7031d-e967-4555-a76f-56e44ffce76e,456,PROD9693,purchase,2025-04-24 20:11:00,110.4,Toys,Tablet,KE
27945017-a0ae-4455-a3f6-fc3bb136c3ce,595,PROD4702,purchase,2025-04-27 03:44:42,259.14,Home,Desktop,AE
765e0fb8-4cec-45b6-94a7-3d234777c151,522,PROD6081,purchase,2025-02-16 03:23:55,167.08,Toys,Tablet,SZ
988c4039-1203-4dcd-937b-e5ddfae22f46,179,PROD3929,purchase,2025-03-20 18:43:10,261.91,Electronics,Tablet,HU
a812de7a-ed21-4418-91b8-150c445a43cc,237,PROD8005,purchase,2025-03-15 14:43:15,75.61,Home,Desktop,CI
25cbbd40-c3dd-4a85-96bb-80159a3ee015,353,PROD7737,purchase,2025-02-18 18:10:37,368.37,Books,Mobile,LK
010fcae3-25f5-49ed-be53-dff72e1b7617,885,PROD1922,view,2025-04-30 10:04:56,,Toys,Tablet,LR
867fd4bf-d96a-4200-90af-faeff8f59d10,975,PROD3419,view,2025-04-02 21:36:36,,Electronics,Desktop,BN
eaf588e6-2504-48b3-b783-641355142d67,229,PROD8424,view,2025-02-25 04:26:36,,Clothing,Desktop,TZ
fd36a8e7-8aa2-47a3-938c-3b769ab1acbb,784,PROD7771,purchase,2025-02-28 10:59:41,363.05,Electronics,Tablet,KE
90d71292-7a62-4c06-a1b4-84f4e50b4e03,246,PROD4569,purchase,2025-04-07 01:43:58,369.4,Clothing,Tablet,GR
fae6d556-99df-481c-88a1-041bb4ab6088,981,PROD2375,view,2025-03-09 01:10:06,,Home,Desktop,ZA
704e2c15-78e5-4f5f-a7c2-3ebedee5f236,141,PROD2696,view,2025-02-18 03:57:49,,Books,Desktop,CN
9d2e89af-7531-45d4-b268-d839287061bc,94,PROD3300,purchase,2025-03-29 12:51:38,422.31,Toys,Desktop,IQ
74147bc9-c7f9-40ab-b0d2-9a1a944d89b9,417,PROD8570,view,2025-03-31 06:47:26,,Electronics,Tablet,HT
13daa3e6-8a35-44e7-b36d-2cbcd10b27ec,27,PROD4746,purchase,2025-03-20 02:40:01,236.8,Clothing,Mobile,BT
fb9bb163-6d8a-4bff-b001-6ef06b64c05d,221,PROD9276,view,2025-02-28 05:35:31,,Clothing,Tablet,KI
b388ed08-ec66-4551-befb-f8e25b877e50,667,PROD8806,view,2025-03-06 02:48:53,,Home,Tablet,BJ
c6b8b8d9-39d4-47c3-a245-9b70b733a5bd,721,PROD7666,view,2025-03-30 03:58:56,,Electronics,Mobile,DO
fc0f11f3-937f-4b9f-8490-fe0060e0efc8,655,PROD2962,view,2025-04-14 00:36:08,,Books,Desktop,GB
310d1521-ea9b-418a-950e-db8d287e57f6,313,PROD2854,view,2025-03-25 09:43:32,,Books,Desktop,ES
fe22d84b-41b4-438d-98a1-ea89b91df6ec,692,PROD3425,purchase,2025-04-06 03:03:30,155.72,Toys,Tablet,MH
de19223c-f793-4d37-90f3-383b6b0758a5,977,PROD4341,view,2025-04-24 02:19:22,,Toys,Mobile,TW
9f0347ac-a0b8-4e27-b22c-260becc11bbf,986,PROD4151,view,2025-04-29 19:18:15,,Clothing,Mobile,HT
4eeac4ad-8909-4c1a-9644-c25270462766,322,PROD1972,view,2025-04-14 12:47:55,,Books,Tablet,SZ
5dff2cf4-ccaa-48c5-a167-40c84c8f94a6,421,PROD2267,purchase,2025-02-23 22:45:30,250.04,Electronics,Mobile,MK
8a421e5d-81e5-4806-8ad2-f158aafc87fd,324,PROD9388,view,2025-04-21 14:28:33,,Toys,Mobile,RS
1c475fb6-6e60-4d06-9629-be19f9bc041d,804,PROD3262,purchase,2025-04-06 23:03:48,445.2,Clothing,Desktop,NP
758daf09-5729-4124-b52e-d52d599291d2,620,PROD7136,view,2025-03-03 18:16:15,,Home,Tablet,GB
5fc7b09a-68ae-4900-81d1-c4b0f678de85,498,PROD2913,view,2025-03-02 21:45:23,,Books,Desktop,TG
8c565996-372d-4fa7-9917-2e90986049e9,219,PROD5649,purchase,2025-03-25 03:17:04,420.43,Electronics,Desktop,GR
2b1fbaa5-bbbf-4a58-87b7-016455c51399,83,PROD9838,view,2025-02-14 19:05:52,,Books,Mobile,ZM
b2815aa6-a0ca-4685-b008-da353d6a7ef2,563,PROD1445,purchase,2025-04-21 20:36:41,344.17,Toys,Desktop,PA
303a10e4-01fe-4700-9eec-bde73c2a6e0e,892,PROD9045,purchase,2025-04-17 14:11:11,482.94,Electronics,Desktop,IE
34ea0e5d-ef72-47f8-b141-835b65085a4e,71,PROD4379,view,2025-03-29 20:46:23,,Electronics,Mobile,SG
f6536a5c-57fb-4a1e-9680-c0aa7e4d7de4,118,PROD1257,view,2025-04-02 18:35:06,,Books,Tablet,CF
6a069832-6e23-421c-a1c1-ed5a38a84b1f,995,PROD2623,view,2025-02-20 14:24:36,,Toys,Mobile,BY
4ecd59e3-c4a1-45e6-a003-74cb4397e1f1,29,PROD5238,purchase,2025-05-03 07:40:47,267.61,Electronics,Desktop,SA
f1f58c5e-00be-448d-809b-123712f5b62c,299,PROD1761,purchase,2025-04-26 04:46:24,370.16,Electronics,Mobile,LI
93e2e131-0951-480a-8997-4d561e2ea1ea,408,PROD4925,purchase,2025-04-16 17:45:51,398.09,Books,Desktop,TH
e7024a82-c347-49ea-b462-12ffa4c84cf7,993,PROD4793,view,2025-04-24 07:58:34,,Books,Mobile,PK
56db1492-76c9-4a00-b272-08ec1fd4421c,631,PROD3554,view,2025-03-17 09:44:41,,Toys,Mobile,RW
c179f3e3-53f4-42ef-9a31-48d20b8c520f,69,PROD3389,view,2025-03-18 02:01:24,,Home,Tablet,RS
f60bef04-12c3-4254-9ab6-9a0669539e72,401,PROD9575,purchase,2025-02-27 04:40:54,248.56,Books,Tablet,GH
a6665506-d33e-47f4-aac4-9409fa8396d6,500,PROD1266,view,2025-04-03 21:52:39,,Clothing,Tablet,MV
747d1276-5441-4ca2-9a93-93f8138847ae,924,PROD8662,purchase,2025-05-04 23:19:36,362.38,Clothing,Tablet,IR
4c3ece0b-5326-4a21-bd4b-f59facf2c61a,83,PROD4673,purchase,2025-03-25 22:51:25,272.18,Clothing,Desktop,SZ
3db388ad-272a-477c-aca9-4e38c48e5775,898,PROD2658,view,2025-02-22 02:56:25,,Clothing,Tablet,UA
5cd7f696-96b9-48d8-adce-e7b172a96d00,553,PROD2209,purchase,2025-03-04 23:55:20,391.74,Electronics,Tablet,NO
45285d17-77a2-4c0e-955f-a2c3e894f829,477,PROD1957,view,2025-04-01 01:45:03,,Books,Tablet,QA
ec52bc94-6927-487f-a0be-718fcbeda918,679,PROD1024,purchase,2025-03-15 17:22:08,257.93,Home,Mobile,LB
11b9daaf-9e6e-4605-9607-a4ef30dca7b7,35,PROD3380,view,2025-03-19 13:26:56,,Books,Tablet,AD
672352bf-56fb-47b5-9356-2ea9091e9925,382,PROD6515,view,2025-02-15 01:49:47,,Toys,Tablet,CR
bc91bc1a-68c0-4969-b762-552e22e98d2a,897,PROD4123,purchase,2025-03-24 22:00:36,66.15,Clothing,Tablet,LC
b819f35e-bf16-44b3-8c6d-17cc449f9b80,39,PROD4287,view,2025-04-08 21:36:26,,Books,Tablet,DK
926b51fd-159a-44e3-a6d2-aa5365fbf717,277,PROD2296,view,2025-03-23 09:20:00,,Clothing,Tablet,VE
cafebe93-b0f0-4415-9b79-339a3179c751,565,PROD3464,purchase,2025-04-14 05:53:18,326.95,Toys,Mobile,AO
ff611552-08c3-449a-a6af-eed05740514e,698,PROD9107,view,2025-04-17 21:06:49,,Books,Tablet,GD
b85a3fd0-f4ab-45c3-a739-5dced0d433d0,73,PROD3601,purchase,2025-04-19 10:48:03,301.33,Home,Desktop,UZ
2bb23fe5-0203-45e8-ab35-ecb126ff5ebd,175,PROD3897,purchase,2025-03-26 04:14:46,484.41,Books,Tablet,MR
3ca3f02c-d106-4c9a-a9aa-2438d3e0d1d8,125,PROD4421,view,2025-02-13 16:02:26,,Home,Tablet,LY
3a5af6e1-9212-46b9-9cff-dd4f0f882c6b,615,PROD1782,view,2025-04-14 04:28:57,,Books,Mobile,MT
9f80c3ce-5539-4845-9556-fef8d57534ac,611,PROD9269,purchase,2025-05-09 06:25:09,334.2,Home,Mobile,FM
79350215-d527-426e-b3c5-664242475d3e,782,PROD5608,view,2025-03-15 08:58:47,,Toys,Tablet,MR
d49bf057-8f59-4dc1-92f8-4c5c968ebd7b,250,PROD1733,purchase,2025-02-24 17:24:04,228.31,Toys,Mobile,HT
594bbdff-e21b-40c5-8bee-7105c3c2e0a2,328,PROD7826,view,2025-02-26 10:05:35,,Home,Tablet,TN
497525c1-125c-4af0-9af5-b89ef27bdbdb,256,PROD8147,purchase,2025-03-16 09:13:43,243.13,Books,Tablet,NA
84fdee05-b5f9-4477-aba4-abbe18a1ceaf,207,PROD7483,view,2025-02-14 13:11:15,,Clothing,Tablet,LB
b1d68b07-bbb3-491c-aff2-f8a93f27a78e,852,PROD1771,view,2025-04-23 05:10:30,,Clothing,Desktop,SD
d1c91c11-2f0d-427f-8b42-86e794fa43d4,75,PROD6128,view,2025-04-17 18:52:09,,Clothing,Desktop,NE
10fa78d2-3d85-4aeb-bf69-01c2eef36b31,545,PROD1550,view,2025-04-04 16:50:35,,Electronics,Mobile,GH
67aa4f5e-9adf-4d55-a12a-8a9345886fae,590,PROD2833,view,2025-02-10 08:25:04,,Clothing,Desktop,CI
b005c689-1dfa-4377-a38f-f3073c9986dc,63,PROD2485,view,2025-03-07 06:13:46,,Toys,Desktop,FI
df90d335-4752-4f47-89f8-6072bebc0fff,435,PROD2444,purchase,2025-03-09 12:24:48,306.7,Electronics,Mobile,MT
6ab65947-f387-4469-aad4-a8e632dcd5e5,818,PROD1251,purchase,2025-04-20 21:57:24,161.56,Home,Tablet,KH
c9c568f1-d714-4de6-8ecc-5a9a486aff5e,698,PROD2191,purchase,2025-03-23 15:13:39,230.14,Clothing,Mobile,IQ
db821d80-0d6b-491f-8bb8-87aa082324e4,56,PROD5493,purchase,2025-03-28 11:10:47,315.19,Electronics,Desktop,HU
757e1b9e-10ce-4b5d-8c2e-6e5a30c38aae,391,PROD7790,purchase,2025-02-24 22:14:19,364.91,Clothing,Tablet,LT
1a2a1f4b-8c5b-4c66-bf76-409b9fb0ecf4,444,PROD2267,view,2025-04-23 05:09:50,,Clothing,Tablet,NA
4a0f7985-f1fa-492a-8cbb-b4cffd276da0,585,PROD9160,purchase,2025-04-26 18:31:25,257.68,Home,Mobile,EE
09fa4f12-7579-4415-8701-819cf1bf22f8,541,PROD3161,purchase,2025-03-30 23:29:41,43.93,Books,Desktop,SV
407a375c-c8cd-47a6-8b8e-193813480db2,47,PROD8227,view,2025-04-18 04:59:04,,Books,Tablet,TH
6f6efe0a-db6c-406b-b2c3-27e4345f16da,343,PROD4013,purchase,2025-03-18 17:51:01,14.36,Clothing,Desktop,DE
57897b34-52a7-4ecd-ba60-471bc5ae7397,605,PROD9422,view,2025-02-24 03:03:34,,Electronics,Tablet,PL
ea2df04f-9b90-43d7-96ea-18ada89977cd,296,PROD6373,purchase,2025-02-24 15:00:19,255.51,Clothing,Tablet,LB
3556400d-5e3e-4eb8-bc8f-495991ac87eb,224,PROD6824,purchase,2025-02-17 16:34:53,473.01,Toys,Mobile,BF
83639afc-dc2f-4665-999b-d5cd9bfe33eb,861,PROD9886,purchase,2025-02-14 18:22:48,430.93,Electronics,Desktop,GN
41e17c51-2589-4e69-a776-1bbb0ffe51c8,254,PROD8969,purchase,2025-04-07 03:52:46,77.51,Toys,Desktop,IE
c93d0102-5b8d-41c1-ac9b-149fcb4e94dc,206,PROD8883,view,2025-04-10 00:37:42,,Books,Mobile,GN
7af90e1e-0a36-4a34-b272-6e027245578f,315,PROD4980,view,2025-05-08 13:35:51,,Electronics,Mobile,GT
2db6519b-d19e-46ff-815f-fc953e522463,986,PROD8772,purchase,2025-02-12 02:55:57,93.66,Electronics,Desktop,RO
1abd3f2b-1d35-41a7-83b1-25c1edbe04de,393,PROD8330,purchase,2025-04-03 18:43:52,113.18,Books,Tablet,IS
cf07d5cf-0107-4fff-8de3-7b669ed4ef4d,984,PROD7697,view,2025-03-30 07:04:43,,Clothing,Mobile,CM
f5f9689d-95cf-43fd-9659-5ee16f0ddb88,89,PROD1631,view,2025-02-21 14:46:32,,Home,Desktop,YE
29ac30f5-46e6-4c86-8097-dfc62308b3f8,701,PROD8298,purchase,2025-04-29 02:25:20,314.47,Clothing,Tablet,WS
4d657374-f500-4949-8634-6ca311ceb7d1,836,PROD9166,purchase,2025-03-30 11:52:01,229.83,Clothing,Desktop,GY
8d1bcb16-a870-4fae-a13d-3cb4faecb72b,508,PROD3959,purchase,2025-02-22 04:48:36,489.69,Electronics,Desktop,FJ
29858ab1-911f-40f4-94ff-64465c78b418,860,PROD4348,view,2025-03-12 06:00:56,,Electronics,Tablet,FR
b24c72f6-04ce-433c-bd0d-2e269b51b3de,481,PROD4834,view,2025-02-14 05:37:30,,Toys,Mobile,GE
0569ea29-3e3f-41e8-9a12-2554d6dc12b7,895,PROD6629,view,2025-03-29 23:02:37,,Clothing,Tablet,NA
f438d5a6-bba1-40cb-ade2-66dc300f602c,571,PROD8380,purchase,2025-02-14 07:50:03,46.93,Toys,Tablet,TT
5bd55800-523a-49be-b0e0-f55e7938fda4,612,PROD1216,view,2025-04-27 21:06:41,,Electronics,Tablet,ZA
ea5298cf-359e-43a4-a927-a784b20f2baf,289,PROD5588,purchase,2025-03-23 14:54:56,482.84,Books,Mobile,MC
e3ad1470-0868-4b52-889b-735077c0a866,450,PROD2470,purchase,2025-04-26 05:20:11,280.57,Books,Tablet,LY
0bf23560-3c64-4896-a96e-802729059465,896,PROD9552,view,2025-04-22 13:34:41,,Books,Desktop,LV
c228500b-035d-4e55-9d68-1f6c0289db2f,996,PROD9532,purchase,2025-04-02 04:15:27,427.45,Toys,Mobile,LB
dd469d54-57dc-4ee5-8ffc-e8b6328f7aa3,656,PROD8271,purchase,2025-04-06 21:49:20,52.02,Home,Mobile,TT
417f26e4-02f8-4b4d-8a3a-67d2375f879b,565,PROD8923,purchase,2025-04-05 02:10:45,246.43,Toys,Tablet,NE
7097fb49-95c0-45f5-8942-fe727caa00ba,614,PROD3167,purchase,2025-03-29 12:42:06,128.04,Toys,Tablet,MC
9331a9a9-8a5a-406b-809f-4f00bf5ada97,393,PROD8040,view,2025-04-13 06:58:04,,Books,Mobile,AT
596a0dba-956e-4634-89f1-2c51d9fab3b7,243,PROD1975,purchase,2025-02-14 13:00:12,260.25,Electronics,Desktop,VA
01fbc0ff-f113-4b69-bbdb-e132b6113949,689,PROD3299,view,2025-04-01 09:47:45,,Books,Tablet,HR
25e0d8ca-f019-42a9-827f-bbef1419d39d,768,PROD6061,purchase,2025-03-10 23:12:49,70.3,Electronics,Tablet,ML
b4ca19d1-181a-4133-b98c-361b8184107c,928,PROD5890,view,2025-04-01 21:45:44,,Home,Mobile,DK
57be3877-9dac-4cb9-b768-b3be5e6ae94f,769,PROD3888,purchase,2025-02-26 21:12:04,135.91,Electronics,Mobile,AL
bd3497dd-1e15-47b4-a7be-9ce59a17ee06,815,PROD1370,purchase,2025-05-04 08:13:06,99.9,Books,Mobile,MG
ff5919e1-5095-432e-b755-621571e2a71e,717,PROD4951,view,2025-03-21 06:25:51,,Electronics,Mobile,AF
33c9486b-b0a6-4457-a66c-9d49aae697af,226,PROD6938,view,2025-05-08 07:22:40,,Clothing,Mobile,PG
d639dff1-d1a8-4414-8761-93cbcae988c1,34,PROD2871,purchase,2025-04-10 07:46:31,496.22,Toys,Mobile,SN
6a217c8e-7feb-4630-812c-4bfa38298331,697,PROD3957,purchase,2025-02-23 06:08:38,254.03,Electronics,Desktop,KM
1935ac29-219f-4c26-bcde-e140da102f7e,904,PROD4029,view,2025-03-08 01:51:58,,Books,Desktop,BE
670aff37-a1a6-47fd-8c19-674ae48194d1,639,PROD8555,view,2025-03-20 05:29:50,,Electronics,Mobile,MT
ff7b25c0-85c8-4f88-b91d-371e25f2e924,345,PROD9415,view,2025-03-30 13:30:37,,Electronics,Desktop,KR
94e37752-4b63-4a58-acbf-216b3003d43c,95,PROD7574,purchase,2025-03-24 02:51:08,10.65,Electronics,Mobile,LT
c0d55024-bb10-44d3-a28f-56a3aec61ca9,487,PROD1523,purchase,2025-02-26 08:20:50,174.65,Books,Mobile,EE
f501482f-c54a-4df2-8926-c8e854f58df6,526,PROD9034,view,2025-03-22 11:55:34,,Toys,Desktop,SY
6053630d-8b7a-4b3c-a41e-dfb5a384b605,55,PROD6426,view,2025-05-01 01:48:44,,Home,Desktop,NR
28f226fd-5532-48aa-8bd6-32f2ef00b568,356,PROD9395,view,2025-03-07 05:10:32,,Electronics,Desktop,NZ
325869d5-2b98-499f-9bf9-24df85fef6d2,273,PROD7552,view,2025-02-19 03:10:11,,Home,Tablet,BE
e881d459-35d7-4e48-a8cb-c188c129c32f,621,PROD3145,purchase,2025-02-17 09:14:57,107.24,Books,Desktop,IN
af4e23c0-a8b4-4cb3-8ec7-aa397f919685,289,PROD1862,view,2025-03-27 01:49:03,,Electronics,Desktop,WS
303a2ec9-da91-4a2d-a165-13436f1e7106,380,PROD3690,view,2025-03-03 18:13:31,,Clothing,Desktop,LB
950dae63-dfcd-494b-a467-90db8c016e1e,499,PROD6311,view,2025-04-29 23:40:34,,Home,Desktop,BB
17748adc-f962-46a5-9eff-1523bb1ba8a5,546,PROD5418,view,2025-05-04 09:48:52,,Electronics,Mobile,TT
205e019b-b7d6-4555-baaa-514ad0ed0637,796,PROD5852,purchase,2025-02-28 18:34:52,220.27,Toys,Desktop,NG
3deac0b1-e282-4fd8-884c-b11770173ca4,406,PROD5920,purchase,2025-04-26 02:10:42,342.7,Toys,Tablet,BY
89b07efe-d389-4125-bbfd-05cbd3b244c7,802,PROD5262,view,2025-02-09 14:25:35,,Clothing,Desktop,VU
3514cef4-2c09-4eea-af3d-a88087461a96,669,PROD3157,purchase,2025-03-28 12:01:43,201.67,Home,Desktop,SE
e6b0adcb-e9e6-4270-94bd-b176f59747fb,863,PROD7109,view,2025-02-10 14:09:13,,Toys,Tablet,LR
e94615f6-3bf3-4909-8a3a-0b7b6ce0d975,568,PROD9426,purchase,2025-04-03 07:20:02,415.66,Home,Desktop,SD
50704d6a-c3a8-454b-b6a6-d3094e627722,840,PROD1761,purchase,2025-03-06 16:40:46,295.0,Clothing,Mobile,KE
17a32650-3167-4eb4-8863-ea31114ab2d3,787,PROD9648,purchase,2025-05-01 18:04:49,450.08,Books,Tablet,SZ
bebe4f1a-d81d-497e-937c-07b380e81cd2,985,PROD9771,purchase,2025-04-07 10:18:29,335.74,Toys,Tablet,NP
6a6653a7-52a4-4d26-8649-8b96bfd881e9,837,PROD8079,purchase,2025-04-04 03:24:08,278.95,Toys,Mobile,BB
82447d75-32c6-4dc8-a3b0-5daaa516937b,734,PROD5261,purchase,2025-02-15 02:19:23,412.4,Toys,Desktop,KW
c8225687-e827-465b-915c-bee2cc0a3bab,938,PROD9653,purchase,2025-03-21 12:18:31,236.97,Books,Desktop,VN
cf56ecee-9c67-481f-8a05-bbe30753c765,337,PROD6794,view,2025-04-12 09:22:09,,Electronics,Desktop,TM
695f2852-e17e-42e9-a6a0-64dea4ff4d33,635,PROD4369,view,2025-05-05 12:42:51,,Toys,Mobile,IT
0fe283ce-aefc-4f79-a1d9-b2282751130a,693,PROD3691,purchase,2025-03-04 19:49:50,463.95,Books,Desktop,FR
43a7c534-69a3-4c4b-b1ce-56af0b0b4219,953,PROD5105,view,2025-03-09 01:28:04,,Electronics,Tablet,AU
deacde14-b926-44c9-9afb-789ecd0197b2,596,PROD8872,purchase,2025-03-19 01:13:32,261.33,Home,Tablet,IQ
7d112a23-7f13-487c-8d22-b7e261111ed5,5,PROD7395,view,2025-03-02 11:27:29,,Clothing,Desktop,SG
52ead5fb-76d8-4dde-88fe-0351d2a95dbf,854,PROD7790,view,2025-02-10 00:23:50,,Clothing,Tablet,MT
53e7d2aa-1d83-418f-998d-f429fe81e0ce,219,PROD8918,view,2025-05-05 01:58:48,,Home,Desktop,JO
13578156-4691-4fb8-9802-9d63dd72dc33,198,PROD4145,purchase,2025-05-01 01:28:27,407.53,Books,Mobile,BZ
a8a276d2-6c01-4be0-8bde-9338d4425378,342,PROD8424,purchase,2025-02-12 05:21:16,186.07,Toys,Tablet,ST
5726d46f-4ad3-4b85-9ce1-859a647896e7,879,PROD1406,purchase,2025-04-02 05:56:46,133.28,Books,Tablet,SO
4771df0f-3307-49d5-9826-5bb04a34eacb,304,PROD6705,view,2025-04-29 11:41:31,,Toys,Tablet,TH
7cfe33f0-df4e-41e7-91fe-ff6f8b87c92b,338,PROD1483,view,2025-05-06 06:11:42,,Electronics,Desktop,QA
fda23d8c-7c20-4873-8901-05a5217efdcc,858,PROD1840,view,2025-02-10 22:04:26,,Toys,Desktop,KP
e23c702d-b982-4936-af4d-43234c701d68,139,PROD5148,purchase,2025-02-23 23:54:55,229.99,Clothing,Desktop,VN
f015b6e9-0d28-4c66-b68b-8ee9fa1105d1,950,PROD1113,purchase,2025-04-03 00:23:07,227.12,Clothing,Desktop,DZ
965b0c33-e022-4fcd-8b1f-822d1a7ff623,388,PROD1035,view,2025-02-27 04:29:01,,Home,Tablet,LV
f16e53c9-7a6e-4060-8b26-af5ac14b07ef,458,PROD4006,purchase,2025-03-18 20:55:28,33.51,Clothing,Mobile,MW
170e1c83-7a5d-4129-a432-449c3da49d0a,251,PROD1828,purchase,2025-05-03 22:52:00,129.55,Books,Desktop,BJ
5fb6a1e1-7392-426b-a505-1c1395391f0b,717,PROD6423,view,2025-03-16 03:43:00,,Electronics,Mobile,AF
0dff9526-2c4e-4f28-908c-0277269a6399,59,PROD9434,purchase,2025-03-31 20:00:37,486.68,Electronics,Desktop,ER
40196b9d-c143-4beb-bd16-4fb8fc0c30ce,265,PROD5004,view,2025-03-11 11:46:17,,Home,Tablet,CY
c8bd3e9d-ad01-4086-84cb-f0acaf56327f,862,PROD4489,purchase,2025-03-09 04:06:45,375.87,Toys,Mobile,BW
d7fa55bb-eb97-46e0-a520-bf29048f0455,9,PROD8776,purchase,2025-03-23 21:20:58,367.21,Electronics,Tablet,TZ
2ace55d4-c950-4cf2-b7d1-b2fab51cdec9,93,PROD4886,purchase,2025-02-10 21:03:31,263.42,Toys,Desktop,AO
422f3f93-278f-4a09-a523-42d60ddd847d,470,PROD5311,view,2025-04-30 08:55:00,,Electronics,Tablet,CL
abbb2994-db44-49f0-a052-0e1a0e65cb68,237,PROD7323,view,2025-04-09 00:10:42,,Books,Mobile,PS
2d34a1f5-6b24-41dd-a584-3eeed9ff2173,555,PROD2247,view,2025-03-06 09:27:53,,Electronics,Mobile,VA
985be654-ceb1-4475-b43f-a6708685d4d4,618,PROD6629,view,2025-02-22 22:10:35,,Books,Tablet,AF
99ee8ed9-b6fd-49b0-a6e7-9c8d7d85057d,409,PROD1696,view,2025-05-03 04:49:53,,Home,Mobile,AZ
9e717232-da32-4c17-aa1e-07c57ecefbc3,582,PROD9764,view,2025-03-16 23:06:22,,Books,Mobile,SD
83173193-d424-4f9c-85b2-ff5c3dd41d08,104,PROD1871,purchase,2025-03-24 07:24:25,61.74,Clothing,Tablet,RO
c0511716-aadc-403f-beb5-a54e777c9b45,270,PROD1357,purchase,2025-04-17 11:19:49,106.28,Clothing,Mobile,CZ
8caac8e8-d387-441d-a23f-dd1c0ed1092d,456,PROD8250,purchase,2025-04-03 08:48:43,152.31,Toys,Tablet,CO
6499c7e6-71db-4d7a-9fb3-e0ac8ac8e862,985,PROD6707,purchase,2025-04-19 09:05:46,442.55,Home,Mobile,YE
18675c13-5511-476c-9230-cd93a6dc8703,869,PROD4774,view,2025-03-08 10:26:19,,Books,Desktop,MH
bf70e48e-f670-467c-b126-4f54d31a9054,176,PROD6178,purchase,2025-04-13 00:07:06,329.51,Books,Mobile,MN
e24dae3b-4ea9-4d82-8790-7601a3f82ad5,892,PROD1023,purchase,2025-03-03 05:46:31,211.25,Home,Tablet,LI
a9e904a1-51fe-49c1-9bfc-d7541570b8bd,200,PROD9337,purchase,2025-03-02 01:10:43,339.33,Clothing,Desktop,EC
f4a278fd-c871-411b-af3f-1ddf2015c8bf,21,PROD8765,purchase,2025-03-12 14:54:51,294.88,Toys,Desktop,TO
